epoch,acc,loss,val_acc,val_loss
0,0.2820372471408378,1.7184709913824632,0.4734939861746846,1.391663745316592
1,0.44140198420578164,1.3302483616398826,0.5647316679813433,1.1476152360406657
2,0.5090909242530038,1.1741115856340394,0.5709748212335812,1.045834209454151
3,0.5456736187443447,1.0964127831005972,0.575136924712732,1.007427711776679
4,0.5694414166474525,1.0310895585249966,0.5795180860107105,0.9844936365724785
5,0.574589281273763,1.005607199574222,0.5803943188467267,0.9793493861371299
6,0.5934282731015933,0.9674288656893069,0.5836801880748222,0.9675304754736128
7,0.5984666082163435,0.949179435771893,0.5808324336520062,0.979476031190986
8,0.6062431695819032,0.9257659824758866,0.5863088850429748,0.9715579407369189
9,0.6140197294699956,0.9082997985241317,0.5859802976748442,0.9661572071475764
10,0.6143483169213639,0.8885157089537624,0.5842278334178512,0.976952311073441
11,0.63012049664934,0.8568243864560571,0.5864184135622126,1.0141436989407941
12,0.6289156771735221,0.8559334126859087,0.579737143319708,1.010235205535886
13,0.6378970568703828,0.8385095165273315,0.5838992463410521,0.9955301148786341
14,0.6521358309405461,0.8258185398223252,0.5887185237136836,1.0107770082119523
15,0.6452355017242922,0.8158853555262917,0.5925520394605391,1.010450465518569
16,0.6589266295982412,0.792945954849921,0.6078861040190711,0.9830075280967312
17,0.6683461254946113,0.7701043560390992,0.6021905934982826,0.9977300723600492
18,0.669879533087698,0.7679610502902319,0.6190580646510502,1.0168745338590357
19,0.6848850088110368,0.7484145484259811,0.6242059291941231,0.9932533611130349
20,0.6824753696513072,0.7308121565203024,0.6285870908666709,0.9857768506856242
21,0.6970427307982695,0.7118896155643633,0.6293537934770785,1.0201833083344316
22,0.7095290395917794,0.6874851109590565,0.6300109676202721,1.0267122305945982
23,0.7110624459363022,0.676845486085762,0.6297919090210918,1.055992380540251
24,0.714676903552189,0.671243797145531,0.6415115152562174,1.0326933511066672
25,0.7267250962710459,0.6472267274898138,0.6460022058850001,1.0218505415082109
26,0.734063540479864,0.6387887932686594,0.6395399936069892,1.0330136290572887
27,0.7393209339999813,0.6199645960905465,0.6461117349556869,1.0570475868333993
28,0.7580503968572956,0.5897598139868248,0.646878438034306,1.0864028619934865
29,0.7550931133533882,0.580430056571732,0.6492880769859416,1.1117509377110435
30,0.7529025326471731,0.587162837546078,0.6458926770328121,1.0736695248188872
31,0.7553121710577643,0.5803119431107497,0.6539978245595575,1.1083535591513733
32,0.7624315576454439,0.5595619160881896,0.642935392758957,1.1811927489055012
33,0.7708652922073695,0.544591507661458,0.6537787666366827,1.1358079052498606
34,0.7808324326560113,0.5259494268203814,0.64337350865673,1.1963337164490533
35,0.7677984796015613,0.5374591621958935,0.6388828186626339,1.2523273518090703
36,0.7825848974540487,0.5094170857776379,0.6375684706922641,1.234275872365603
37,0.7844468908545613,0.4942238251389966,0.6423877477592831,1.2547825114358817
38,0.7889375805365164,0.4928127106982472,0.6398685804028614,1.3002847248335396
39,0.7833516001685034,0.5021279634546737,0.6473165539945073,1.2381339260188278
40,0.7996714241158009,0.47785333041203704,0.6474260827114342,1.3587221637629339
41,0.7926615670878289,0.4784016432929024,0.6513691283652288,1.2678852853090845
