epoch,acc,loss,val_acc,val_loss
0,0.2818181875674921,1.6479989067846164,0.4023001198712961,1.3237685556251144
1,0.39167580258852,1.356438425238788,0.36955094161970786,1.3345918429707384
2,0.39868566096910285,1.272012085290493,0.44381162229770343,1.163802548120082
3,0.4438116204144529,1.1901419160106226,0.5035049384017144,1.1373156951917875
4,0.4868565283452547,1.167361487859507,0.5185104152591652,1.0900433194018728
5,0.5273822682822962,1.0837435960377948,0.5423877432773059,1.045204205920375
6,0.5386637576585401,1.0803827502200662,0.5570646326937932,1.0123311245754802
7,0.5520262992399186,1.0305350711204007,0.5634173165670181,1.0252420524304564
8,0.5423877442202573,1.0492363851578643,0.5890471084182113,1.0280570817166717
9,0.555969342971496,1.0122744363686733,0.5818181928053401,1.0134877166768939
10,0.576779858182263,0.9880146677464018,0.5542168769561089,1.036653281408816
11,0.569769999666419,0.9820477866852271,0.6110624433753181,0.9467327197632157
12,0.5820372510468842,0.9925550095516645,0.5986856633507589,1.0290471139622022
13,0.587732760381537,0.951609114711739,0.6048192891281053,1.016924792776233
14,0.580722903426398,0.9644029284163347,0.5870755870082912,0.9986428341168302
15,0.5911281608965203,0.9475187886086051,0.5621029673299272,1.1000837164568875
16,0.5568455757554885,1.0143579836987848,0.5941949733605391,1.038025935684603
17,0.5665936599668169,0.9873297248880286,0.6077765723614905,0.9748131665283852
18,0.5921139225743197,0.9230986030884536,0.5964950824884733,0.991806008654513
19,0.5877327616509103,0.9154004112910173,0.6088718619303695,0.9915522396058529
20,0.6070098696431596,0.8963123262664537,0.6085432757795886,1.0647507391070288
21,0.5971522571935205,0.9034869424027655,0.5212486399662031,1.1172406176788587
22,0.5318729581892784,1.0333373389093599,0.5415115110721003,1.104293513183787
23,0.5706462333972392,0.9549273574865563,0.5980284889578525,0.9726538799123722
24,0.6075575143723113,0.8915566582370981,0.6066812824831229,0.9562201634734901
25,0.6164293660324267,0.8717599833496363,0.5902519260732068,1.000668935706229
26,0.5759036270942364,0.9734165427730973,0.6065717529858435,0.9761498893632554
27,0.5975903743502622,0.9106999213534926,0.6099671534696127,0.9549466754135402
28,0.583242072530809,0.9324174588523715,0.5906900458103138,0.9915571363395955
29,0.5829134854332004,0.9437837884197295,0.5894852256269765,1.0013099526425442
30,0.5918948655358444,0.9321583033397566,0.599342837518638,1.0208406625089093
31,0.6030668253146382,0.9191030070952753,0.6066812821332394,0.9707672423692287
32,0.6039430574847534,0.8857769253113902,0.5823658380092317,1.0069207288039215
33,0.6061336390649632,0.8895075474754547,0.615115017409213,0.9379996774752848
34,0.6248631014475376,0.8639833105158832,0.6125958497718645,0.9491957064354863
35,0.6076670445771103,0.8783413876784478,0.61314349506287,0.9649402232038883
36,0.6348302429847966,0.8438073038377545,0.6156626627418372,0.9623148756850458
37,0.6312157848382701,0.8310619945377764,0.6127053791130734,0.9968126459848973
38,0.6304490822902906,0.8359390289057557,0.6155531332341532,0.9990066076617643
39,0.6353778878492095,0.8394870202062164,0.606024108423167,1.0242409652101054
40,0.6331873081106313,0.8310994788759509,0.6069003404372117,1.0421432265522201
41,0.635816004468783,0.8362205754528954,0.6258488613006384,0.9962081612543757
42,0.6130339669077969,0.8748075730551895,0.5744797466677763,1.0324574599366916
43,0.6159912503596807,0.8841215626743641,0.5960569676311701,0.9940005399849825
44,0.6420591591633978,0.8280141091229228,0.6059145788842688,0.9891178423365392
45,0.6331873079025373,0.8450216383182597,0.5911281619265855,1.0061202182076454
46,0.6432639776299598,0.822504373000035,0.614238785228693,0.9854136829438894
47,0.6426068040382154,0.8210694670293639,0.6093099792535862,0.9974794722065281
48,0.656297931475167,0.8072479391080886,0.6133625531730295,0.9957374801959227
49,0.6516977135132823,0.8227861138434034,0.6259583908811555,0.9792221631475307
50,0.6446878556113156,0.8258458907884287,0.6177437137114649,0.97796629266844
51,0.6498357194884877,0.8037310056894332,0.6010953016781124,0.9874227611872348
52,0.6633077902511284,0.772229960150527,0.6089813924265,1.0617241772354824
53,0.6612267382306262,0.8065869240324867,0.6284775588514543,0.9815711822715738
54,0.6702081186766252,0.7646817648379379,0.6297919069297473,1.0258747236499193
55,0.6669222484704879,0.788861865095125,0.6015334180649063,1.0252132283146254
56,0.6389923456627855,0.8598561594791114,0.5921139198170744,1.0688323125920511
57,0.6449069137630937,0.847886310281132,0.6026287076688757,1.0017090831249789
58,0.6634173187287473,0.7999269800984912,0.6213581704013336,0.9649287292217634
59,0.6754655116869123,0.7816741817325827,0.6095290366874402,0.9921119104952502
60,0.662979202425191,0.8072248643233573,0.6194961785407164,1.0318209609940958
61,0.6799562024509561,0.7721856159471212,0.6071193974028543,1.0174133272447827
62,0.6670317778325061,0.7983971255318836,0.6094195066387117,0.981391376454428
63,0.6761226867873381,0.7497606901274453,0.6169770113299606,1.0486757043002404
64,0.6441402112359236,0.8284583051235038,0.6063526945739478,0.9918818599847425
65,0.6705367046297168,0.7913378353957964,0.6302300215789565,0.96270795972265
66,0.660240976511208,0.8071250486807838,0.6169770110282243,1.019637573667907
67,0.6496166624812264,0.8366609097302352,0.6037239979387455,0.9566586732342105
68,0.6785323244630719,0.7749134016520092,0.6235487525746112,0.9987440629340993
69,0.6658269577324064,0.7903126158930059,0.6052574039503181,0.993353481891056
70,0.6497261891276183,0.8097603879701692,0.6085432756235181,0.9673120099639057
71,0.6397590488701373,0.8012080968152588,0.6098576240659755,0.9313301786323367
72,0.643154450015931,0.829044119107893,0.6171960688470521,0.9671371379612179
73,0.6658269573266231,0.7868154241059787,0.6595838034396985,0.9264106896823233
74,0.6583789840263089,0.7981816699297136,0.6578313382046638,0.9441320060067866
75,0.6541073513099962,0.8167679251578656,0.589704281358336,0.9974074219821708
76,0.640306693761888,0.8359545143751625,0.59178533418,1.0096563639378364
77,0.6446878546540833,0.8075800835927143,0.5995618948068262,1.0273922649688554
78,0.6467689064977056,0.8334453155681376,0.6349397709980803,1.0221227066752552
79,0.6874041760634113,0.7593122300189009,0.6349397713479638,0.9893382412743594
80,0.6893756983512023,0.7319380901778384,0.6329682485958376,1.0488934872429185
81,0.6652793115361921,0.8131826600128211,0.589266165581543,1.0721808369823314
82,0.67634174359691,0.7625762506042325,0.6542168805991817,0.9798708083538537
83,0.6987951943269336,0.7280128140284028,0.621905816243788,1.0298434167186377
84,0.6825848984514717,0.7876824060134663,0.6001095401459788,0.9864793128702231
85,0.6663746036372891,0.8273891566638495,0.5772179722422806,1.093927660248235
86,0.6466593774933234,0.8677129144263163,0.5800657281282828,1.0979205090842268
87,0.6429353929358368,0.9220334329539328,0.5565169867122013,1.129068805118217
88,0.6543264107103383,0.8582018680095281,0.6316539012874922,1.028837011800212
89,0.672289170572271,0.8138025647504633,0.6503833644777569,0.9778794688306267
90,0.661007680807177,0.8581867810122481,0.6226725199987126,1.034051692675134
91,0.6644030797029035,0.8459088183082599,0.6272727400623466,0.9991906633610793
92,0.6668127189940178,0.836736104006574,0.5673603615887781,1.0771823645772378
93,0.6483023141116018,0.8362122729624676,0.6534501771876121,1.0023486883027595
94,0.6768893892936988,0.7912116396048097,0.639430460405637,0.9970869070333138
95,0.6944140335595947,0.7420592667818017,0.6152245463030198,1.0677223590605556
96,0.6625410864376519,0.804633083354441,0.594633088900676,1.0462873556960255
97,0.6545454667395578,0.8057192107268812,0.600328598713945,1.0617786642188474
98,0.6606790931997382,0.8055342131415698,0.6150054899928734,1.026186737122355
99,0.6790799695733213,0.7935679466663559,0.5650602521032079,1.2117487755680594
